코드 번호	회사명	업종 (대)	코드 번호	코드 번호
A013700	까뮤이앤씨	건설 및 건축자재	KS	13700
A029780	삼성카드	금융	KS	29780
A114450	KPX생명과학	제약 및 바이오	KQ	114450
A241520	DSC인베스트먼트	금융	KQ	241520
A080220	제주반도체	반도체 관련장비 및 부품	KQ	80220
A005420	코스모화학	IT 장비 및 소재	KS	5420
A118990	모트렉스	자동차 및 관련부품	KQ	118990
A164060	이루다	의료기기 및 용품	KQ	164060
A004800	효성	지주사	KS	4800
A003380	하림지주	지주사	KQ	3380
A031860	엔에스엔	레저산업	KQ	31860
A060240	룽투코리아	미디어 및 엔터	KQ	60240
A018000	유니슨	에너지	KQ	18000
A013360	일성건설	건설 및 건축자재	KS	13360
A035810	이지홀딩스	지주사	KQ	35810
A066670	디스플레이텍	IT 장비 및 소재	KQ	66670
A001250	GS글로벌	일반서비스	KS	1250
A005440	현대그린푸드	식음료	KS	5440
A122350	삼기	자동차 및 관련부품	KQ	122350
A019210	와이지-원	기계	KQ	19210
A068290	삼성출판사	미디어 및 엔터	KS	68290
A189980	흥국에프엔비	식음료	KQ	189980
A185490	아이진	제약 및 바이오	KQ	185490
A052400	코나아이	전기 및 전자기기	KQ	52400
A032800	판타지오	미디어 및 엔터	KQ	32800
A035600	KG이니시스	IT서비스	KQ	35600
A003690	코리안리	금융	KS	3690
A086980	쇼박스	미디어 및 엔터	KQ	86980
A290670	대보마그네틱	IT 장비 및 소재	KQ	290670
A033180	KH 필룩스	전기 및 전자기기	KS	33180
A085660	차바이오텍	제약 및 바이오	KQ	85660
A083450	GST	반도체 관련장비 및 부품	KQ	83450
A064820	케이프	조선	KQ	64820
A005320	국동	섬유 및 의류	KS	5320
A066910	손오공	유아동산업	KQ	66910
A026890	스틱인베스트먼트	IT 장비 및 소재	KS	26890
A115450	HLB테라퓨틱스	제약 및 바이오	KQ	115450
A010600	웰바이오텍	섬유 및 의류	KS	10600
A291230	엔피	미디어 및 엔터	KQ	291230
A008350	남선알미늄	건설 및 건축자재	KS	8350
A120240	대정화금	화학	KQ	120240
A262260	에이프로	IT 장비 및 소재	KQ	262260
A032620	유비케어	의료기기 및 용품	KQ	32620
A001040	CJ	지주사	KS	1040
A038620	위즈코프	석유 및 가스	KQ	38620
A140070	서플러스글로벌	반도체 관련장비 및 부품	KQ	140070
A039200	오스코텍	제약 및 바이오	KQ	39200
A114840	아이패밀리에스씨	가정용품	KQ	114840
A001060	JW중외제약	제약 및 바이오	KS	1060
A000020	동화약품	제약 및 바이오	KS	20
A004140	동방	운송 및 물류	KS	4140
A950140	잉글우드랩	가정용품	KQ	950140
A241840	에이스토리	미디어 및 엔터	KQ	241840
A192080	더블유게임즈	미디어 및 엔터	KS	192080
A009160	SIMPAC	기계	KS	9160
A007590	동방아그로	화학	KS	7590
A299660	셀리드	제약 및 바이오	KQ	299660
A200350	래몽래인	미디어 및 엔터	KQ	200350
A071970	STX중공업	기계	KS	71970
A088800	에이스테크	통신	KQ	88800
A066310	큐에스아이	IT 장비 및 소재	KQ	66310
A032500	케이엠더블유	통신	KQ	32500
A235980	메드팩토	제약 및 바이오	KQ	235980
A078890	가온미디어	가정용품	KQ	78890
A220260	켐트로스	IT 장비 및 소재	KQ	220260
A033270	유나이티드제약	제약 및 바이오	KS	33270
A049480	오픈베이스	IT서비스	KQ	49480
A000230	일동홀딩스	지주사	KS	230
A053030	바이넥스	제약 및 바이오	KQ	53030
A000300	대유플러스	자동차 및 관련부품	KS	300
A089980	상아프론테크	IT 장비 및 소재	KQ	89980
A095700	제넥신	제약 및 바이오	KQ	95700
A033290	코웰패션	섬유 및 의류	KQ	33290
A003520	영진약품	제약 및 바이오	KS	3520
A017800	현대엘리베이	기계	KS	17800
A319400	현대무벡스	운송 및 물류	KQ	319400
A005010	휴스틸	철강 및 비철강	KS	5010
A043650	국순당	식음료	KQ	43650
A058970	엠로	IT서비스	KQ	58970
A054670	대한뉴팜	제약 및 바이오	KQ	54670
A064760	티씨케이	반도체 관련장비 및 부품	KQ	64760
A340930	유일에너테크	IT 장비 및 소재	KQ	340930
A101490	에스앤에스텍	디스플레이 장비 및 부품	KQ	101490
A039860	나노엔텍	의료기기 및 용품	KQ	39860
A049830	승일	종이 및 용기	KQ	49830
A014830	유니드	화학	KS	14830
A098460	고영	전기 및 전자기기	KQ	98460
A101160	월덱스	반도체 관련장비 및 부품	KQ	101160
A038950	파인디지털	자동차 및 관련부품	KQ	38950
A131390	원익피앤이	IT 장비 및 소재	KQ	131390
A025900	동화기업	건설 및 건축자재	KQ	25900
A298690	에어부산	운송 및 물류	KS	298690
A094840	슈프리마에이치큐	전기 및 전자기기	KQ	94840
A078940	코드네이처	건설 및 건축자재	KQ	78940
A093520	매커스	반도체 관련장비 및 부품	KQ	93520
A032680	소프트센	IT서비스	KQ	32680
A090350	노루페인트	건설 및 건축자재	KS	90350
A064290	인텍플러스	반도체 관련장비 및 부품	KQ	64290
A078350	한양디지텍	반도체 관련장비 및 부품	KQ	78350
A033230	인성정보	의료기기 및 용품	KQ	33230
A051490	나라엠앤디	기계	KQ	51490
A001540	안국약품	제약 및 바이오	KQ	1540
A230240	에치에프알	통신	KQ	230240
A058610	에스피지	기계	KQ	58610
A094360	칩스앤미디어	반도체 관련장비 및 부품	KQ	94360
A236810	엔비티	미디어 및 엔터	KQ	236810
A067990	도이치모터스	자동차 및 관련부품	KQ	67990
A038540	상상인	지주사	KQ	38540
A214610	미코바이오메드	의료기기 및 용품	KQ	214610
A099430	바이오플러스	제약 및 바이오	KQ	99430
A009240	한샘	가정용품	KS	9240
A117670	알파홀딩스	지주사	KQ	117670
A226320	잇츠한불	가정용품	KS	226320
A011280	태림포장	종이 및 용기	KS	11280
A008930	한미사이언스	제약 및 바이오	KS	8930
A144960	뉴파워프라즈마	반도체 관련장비 및 부품	KQ	144960
A009270	신원	섬유 및 의류	KS	9270
A036710	심텍홀딩스	지주사	KQ	36710
A077360	덕산하이메탈	반도체 관련장비 및 부품	KQ	77360
A006260	LS	전기 및 전자기기	KS	6260
A128940	한미약품	제약 및 바이오	KS	128940
A139130	DGB금융지주	지주사	KS	139130
A043910	자연과환경	일반서비스	KQ	43910
A005690	파미셀	제약 및 바이오	KS	5690
A014820	동원시스템즈	종이 및 용기	KS	14820
A037230	한국팩키지	종이 및 용기	KQ	37230
A127710	아시아경제	미디어 및 엔터	KQ	127710
A090360	로보스타	기계	KQ	90360
A026150	특수건설	건설 및 건축자재	KQ	26150
A038680	에스넷	IT서비스	KQ	38680
A045660	에이텍	가정용품	KQ	45660
A267850	아시아나IDT	IT서비스	KS	267850
A005870	휴니드	기계	KS	5870
A037070	파세코	가정용품	KQ	37070
A138690	엘아이에스	디스플레이 장비 및 부품	KQ	138690
A268600	셀리버리	제약 및 바이오	KQ	268600
A038530	골드퍼시픽	통신	KQ	38530
A124560	태웅로직스	운송 및 물류	KQ	124560
A003780	진양산업	화학	KS	3780
A193250	와이제이엠게임즈	IT 장비 및 소재	KQ	193250
A318010	팜스빌	제약 및 바이오	KQ	318010
A181710	NHN	미디어 및 엔터	KS	181710
A239340	줌인터넷	IT서비스	KQ	239340
A033170	시그네틱스	반도체 관련장비 및 부품	KQ	33170
A009070	KCTC	운송 및 물류	KS	9070
A182400	엔케이맥스	의료기기 및 용품	KQ	182400
A361390	제노코	기계	KQ	361390
A020120	키다리스튜디오	IT서비스	KS	20120
A144510	지씨셀	제약 및 바이오	KQ	144510
A043260	성호전자	IT 장비 및 소재	KQ	43260
A030000	제일기획	미디어 및 엔터	KS	30000
A083420	그린케미칼	화학	KS	83420
A018310	삼목에스폼	건설 및 건축자재	KQ	18310
A166090	하나머티리얼즈	반도체 관련장비 및 부품	KQ	166090
A002140	고려산업	식음료	KS	2140
A008420	문배철강	철강 및 비철강	KS	8420
A084370	유진테크	반도체 관련장비 및 부품	KQ	84370
A041590	젬백스지오	디스플레이 장비 및 부품	KQ	41590
A215200	메가스터디교육	일반서비스	KQ	215200
A048470	대동스틸	철강 및 비철강	KQ	48470
A382840	원준	IT 장비 및 소재	KQ	382840
A089860	롯데렌탈	레저산업	KS	89860
A111770	영원무역	섬유 및 의류	KS	111770
A248070	솔루엠	IT 장비 및 소재	KS	248070
A027360	아주IB투자	금융	KQ	27360
A267320	나인테크	IT 장비 및 소재	KQ	267320
A067630	HLB생명과학	제약 및 바이오	KQ	67630
A051360	토비스	레저산업	KQ	51360
A000910	유니온	건설 및 건축자재	KS	910
A138490	코오롱플라스틱	자동차 및 관련부품	KS	138490
A003230	삼양식품	식음료	KS	3230
A069080	웹젠	미디어 및 엔터	KQ	69080
A005390	신성통상	섬유 및 의류	KS	5390
A005940	NH투자증권	금융	KS	5940
A293780	압타바이오	제약 및 바이오	KQ	293780
A010780	아이에스동서	건설 및 건축자재	KS	10780
A004430	송원산업	화학	KS	4430
A001820	삼화콘덴서	IT 장비 및 소재	KS	1820
A000120	CJ대한통운	운송 및 물류	KS	120
A241790	오션브릿지	반도체 관련장비 및 부품	KQ	241790
A082740	HSD엔진	조선	KS	82740
A056190	에스에프에이	디스플레이 장비 및 부품	KQ	56190
A032850	비트컴퓨터	의료기기 및 용품	KQ	32850
A179290	엠아이텍	의료기기 및 용품	KQ	179290
A008110	대동전자	IT 장비 및 소재	KS	8110
A215000	골프존	레저산업	KQ	215000
A177830	파버나인	철강 및 비철강	KQ	177830
A004980	성신양회	건설 및 건축자재	KS	4980
A357780	솔브레인	반도체 관련장비 및 부품	KQ	357780
A382480	지아이텍	IT 장비 및 소재	KQ	382480
A095340	ISC	반도체 관련장비 및 부품	KQ	95340
A140670	알에스오토메이션	기계	KQ	140670
A377030	맥스트	IT서비스	KQ	377030
A269620	시스웍	반도체 관련장비 및 부품	KQ	269620
A058630	엠게임	미디어 및 엔터	KQ	58630
A381970	케이카	유통	KS	381970
A060720	KH바텍	IT 장비 및 소재	KQ	60720
A017000	신원종합개발	건설 및 건축자재	KQ	17000
A086040	바이오톡스텍	제약 및 바이오	KQ	86040
A033640	네패스	반도체 관련장비 및 부품	KQ	33640
A230360	에코마케팅	미디어 및 엔터	KQ	230360
A178320	서진시스템	통신	KQ	178320
A036540	SFA반도체	반도체 관련장비 및 부품	KQ	36540
A145020	휴젤	의료기기 및 용품	KQ	145020
A005090	SGC에너지	종이 및 용기	KS	5090
A194370	제이에스코퍼레이션	섬유 및 의류	KS	194370
A214450	파마리서치	제약 및 바이오	KQ	214450
A114090	GKL	레저산업	KS	114090
A007860	서연	지주사	KS	7860
A056080	유진로봇	가정용품	KQ	56080
A033240	자화전자	IT 장비 및 소재	KS	33240
A088350	한화생명	금융	KS	88350
A108860	셀바스AI	IT서비스	KQ	108860
A102370	케이옥션	유통	KQ	102370
A083790	크리스탈지노믹스	제약 및 바이오	KQ	83790
A114810	아이원스	IT 장비 및 소재	KQ	114810
A039490	키움증권	금융	KS	39490
A071200	인피니트헬스케어	의료기기 및 용품	KQ	71200
A126880	제이엔케이히터	기계	KQ	126880
A074600	원익QNC	반도체 관련장비 및 부품	KQ	74600
A225590	패션플랫폼	섬유 및 의류	KQ	225590
A000880	한화	지주사	KS	880
A180640	한진칼	지주사	KS	180640
A037560	LG헬로비전	미디어 및 엔터	KS	37560
A090150	아이윈	자동차 및 관련부품	KQ	90150
A051500	CJ프레시웨이	식음료	KQ	51500
A104480	티케이케미칼	섬유 및 의류	KQ	104480
A023530	롯데쇼핑	유통	KS	23530
A014710	사조씨푸드	식음료	KS	14710
A023900	풍국주정	식음료	KQ	23900
A063170	서울옥션	유통	KQ	63170
A123420	선데이토즈	미디어 및 엔터	KQ	123420
A178920	PI첨단소재	IT 장비 및 소재	KS	178920
A192650	드림텍	IT 장비 및 소재	KS	192650
A039030	이오테크닉스	반도체 관련장비 및 부품	KQ	39030
A053610	프로텍	반도체 관련장비 및 부품	KQ	53610
A222980	한국맥널티	식음료	KQ	222980
A016920	카스	기계	KQ	16920
A900260	로스웰	자동차 및 관련부품	KQ	900260
A025980	아난티	레저산업	KQ	25980
A189300	인텔리안테크	통신	KQ	189300
A080160	모두투어	레저산업	KQ	80160
A282330	BGF리테일	유통	KS	282330
A241560	두산밥캣	기계	KS	241560
A208710	바이오로그디바이스	IT 장비 및 소재	KQ	208710
A115480	씨유메디칼	의료기기 및 용품	KQ	115480
A033310	엠투엔	종이 및 용기	KQ	33310
A160550	NEW	미디어 및 엔터	KQ	160550
A036090	위지트	디스플레이 장비 및 부품	KQ	36090
A200130	콜마비앤에이치	가정용품	KQ	200130
A011040	경동제약	제약 및 바이오	KQ	11040
A100090	삼강엠앤티	조선	KQ	100090
A192250	케이사인	IT서비스	KQ	192250
A032300	한국파마	제약 및 바이오	KQ	32300
A057680	티사이언티픽	유통	KQ	57680
A016790	현대사료	식음료	KQ	16790
A009200	무림페이퍼	종이 및 용기	KS	9200
A317330	덕산테코피아	반도체 관련장비 및 부품	KQ	317330
A046890	서울반도체	전기 및 전자기기	KQ	46890
A103840	우양	식음료	KQ	103840
A038460	바이오스마트	IT서비스	KQ	38460
A094850	참좋은여행	레저산업	KQ	94850
A130500	GH신소재	자동차 및 관련부품	KQ	130500
A002790	아모레G	지주사	KS	2790
A103140	풍산	철강 및 비철강	KS	103140
A298540	더네이쳐홀딩스	섬유 및 의류	KQ	298540
A046110	한일네트웍스	IT서비스	KQ	46110
A137950	제이씨케미칼	석유 및 가스	KQ	137950
A195940	HK이노엔	제약 및 바이오	KQ	195940
A007070	GS리테일	유통	KS	7070
A051780	큐로홀딩스	식음료	KQ	51780
A092220	KEC	반도체 관련장비 및 부품	KS	92220
A037400	우리조명	전기 및 전자기기	KQ	37400
A058470	리노공업	반도체 관련장비 및 부품	KQ	58470
A018670	SK가스	석유 및 가스	KS	18670
A214270	FSN	미디어 및 엔터	KQ	214270
A115440	우리넷	통신	KQ	115440
A194480	데브시스터즈	미디어 및 엔터	KQ	194480
A100130	동국S&C	에너지	KQ	100130
A035150	백산	섬유 및 의류	KS	35150
A086710	선진뷰티사이언스	가정용품	KQ	86710
A069960	현대백화점	유통	KS	69960
A183490	엔지켐생명과학	제약 및 바이오	KQ	183490
A009900	명신산업	자동차 및 관련부품	KS	9900
A141080	레고켐바이오	제약 및 바이오	KQ	141080
A298000	효성화학	화학	KS	298000
A271940	일진하이솔루스	자동차 및 관련부품	KS	271940
A004780	대륙제관	종이 및 용기	KQ	4780
A001550	조비	화학	KS	1550
A119500	포메탈	자동차 및 관련부품	KQ	119500
A104830	원익머트리얼즈	반도체 관련장비 및 부품	KQ	104830
A092300	현우산업	IT 장비 및 소재	KQ	92300
A097520	엠씨넥스	IT 장비 및 소재	KS	97520
A104620	노랑풍선	레저산업	KQ	104620
A003530	한화투자증권	금융	KS	3530
A013810	스페코	기계	KQ	13810
A000680	LS네트웍스	섬유 및 의류	KS	680
A000100	유한양행	제약 및 바이오	KS	100
A006650	대한유화	화학	KS	6650
A007390	네이처셀	식음료	KQ	7390
A078930	GS	지주사	KS	78930
A000490	대동	기계	KS	490
A307750	국전약품	제약 및 바이오	KQ	307750
A285130	SK케미칼	화학	KS	285130
A021240	코웨이	가정용품	KS	21240
A010120	LS ELECTRIC	기계	KS	10120
A161890	한국콜마	가정용품	KS	161890
A042670	현대두산인프라코어	기계	KS	42670
A006800	미래에셋증권	금융	KS	6800
A213420	덕산네오룩스	디스플레이 장비 및 부품	KQ	213420
A151860	KG ETS	일반서비스	KQ	151860
A105630	한세실업	섬유 및 의류	KS	105630
A189860	서전기전	기계	KQ	189860
A100790	미래에셋벤처투자	금융	KQ	100790
A005070	코스모신소재	IT 장비 및 소재	KS	5070
A297090	씨에스베어링	기계	KQ	297090
A002710	TCC스틸	종이 및 용기	KS	2710
A074610	이엔플러스	기계	KS	74610
A018880	한온시스템	자동차 및 관련부품	KS	18880
A253450	스튜디오드래곤	미디어 및 엔터	KQ	253450
A014160	대영포장	종이 및 용기	KS	14160
A084010	대한제강	철강 및 비철강	KS	84010
A005300	롯데칠성	식음료	KS	5300
A259630	엠플러스	IT 장비 및 소재	KQ	259630
A287410	제이시스메디칼	의료기기 및 용품	KQ	287410
A001230	동국제강	철강 및 비철강	KS	1230
A021080	에이티넘인베스트	금융	KQ	21080
A130660	한전산업	유틸리티	KS	130660
A267250	현대중공업지주	지주사	KS	267250
A265560	영화테크	자동차 및 관련부품	KQ	265560
A025860	남해화학	화학	KS	25860
A140410	메지온	제약 및 바이오	KQ	140410
A137400	피엔티	IT 장비 및 소재	KQ	137400
A047820	초록뱀미디어	미디어 및 엔터	KQ	47820
A206640	바디텍메드	의료기기 및 용품	KQ	206640
A272450	진에어	운송 및 물류	KS	272450
A237690	에스티팜	제약 및 바이오	KQ	237690
A032640	LG유플러스	통신	KS	32640
A091700	파트론	IT 장비 및 소재	KQ	91700
A138930	BNK금융지주	지주사	KS	138930
A066410	버킷스튜디오	미디어 및 엔터	KQ	66410
A039130	하나투어	레저산업	KS	39130
A069620	대웅제약	제약 및 바이오	KS	69620
A311390	네오크레마	식음료	KQ	311390
A272210	한화시스템	기계	KS	272210
A196700	웹스	화학	KQ	196700
A383310	에코프로에이치엔	화학	KQ	383310
A017960	한국카본	조선	KS	17960
A031430	신세계인터내셔날	섬유 및 의류	KS	31430
A271560	오리온	식음료	KS	271560
A079160	CJ CGV	미디어 및 엔터	KS	79160
A080420	모다이노칩	IT 장비 및 소재	KQ	80420
A000150	두산	지주사	KS	150
A064350	현대로템	기계	KS	64350
A376300	디어유	IT서비스	KQ	376300
A046390	삼화네트웍스	미디어 및 엔터	KQ	46390
A018470	조일알미늄	철강 및 비철강	KS	18470
A195870	해성디에스	반도체 관련장비 및 부품	KS	195870
A039240	경남스틸	철강 및 비철강	KQ	39240
A039290	인포뱅크	IT서비스	KQ	39290
A085370	루트로닉	의료기기 및 용품	KQ	85370
A089590	제주항공	운송 및 물류	KS	89590
A011210	현대위아	자동차 및 관련부품	KS	11210
A169330	엠브레인	IT서비스	KQ	169330
A016360	삼성증권	금융	KS	16360
A016090	대현	섬유 및 의류	KS	16090
A289220	자이언트스텝	미디어 및 엔터	KQ	289220
A088980	맥쿼리인프라	운송 및 물류	KS	88980
A004370	농심	식음료	KS	4370
A051370	인터플렉스	IT 장비 및 소재	KQ	51370
A089010	켐트로닉스	IT 장비 및 소재	KQ	89010
A120110	코오롱인더	화학	KS	120110
A307950	현대오토에버	IT서비스	KS	307950
A030520	한글과컴퓨터	IT서비스	KQ	30520
A032350	롯데관광개발	레저산업	KS	32350
A237880	클리오	가정용품	KQ	237880
A161390	한국타이어앤테크놀로지	자동차 및 관련부품	KS	161390
A247660	나노씨엠에스	화학	KQ	247660
A008560	메리츠증권	금융	KS	8560
A058110	멕아이씨에스	의료기기 및 용품	KQ	58110
A206650	유바이오로직스	제약 및 바이오	KQ	206650
A089150	케이씨티	IT서비스	KQ	89150
A014530	극동유화	석유 및 가스	KS	14530
A126700	하이비젼시스템	IT 장비 및 소재	KQ	126700
A068240	다원시스	기계	KQ	68240
A319660	피에스케이	반도체 관련장비 및 부품	KQ	319660
A121600	나노신소재	디스플레이 장비 및 부품	KQ	121600
A124500	아이티센	IT서비스	KQ	124500
A054450	텔레칩스	반도체 관련장비 및 부품	KQ	54450
A094480	갤럭시아머니트리	IT서비스	KQ	94480
A177350	베셀	디스플레이 장비 및 부품	KQ	177350
A222080	씨아이에스	IT 장비 및 소재	KQ	222080
A240810	원익IPS	반도체 관련장비 및 부품	KQ	240810
A071050	한국금융지주	지주사	KS	71050
A071090	하이스틸	철강 및 비철강	KS	71090
A317240	TS트릴리온	가정용품	KQ	317240
A018260	삼성에스디에스	IT서비스	KS	18260
A042700	한미반도체	반도체 관련장비 및 부품	KS	42700
A004000	롯데정밀화학	화학	KS	4000
A214150	클래시스	의료기기 및 용품	KQ	214150
A006280	녹십자	제약 및 바이오	KS	6280
A095660	네오위즈	미디어 및 엔터	KQ	95660
A005830	DB손해보험	금융	KS	5830
A012510	더존비즈온	IT서비스	KS	12510
A068760	셀트리온제약	제약 및 바이오	KQ	68760
A226440	한송네오텍	디스플레이 장비 및 부품	KQ	226440
A128540	에코캡	자동차 및 관련부품	KQ	128540
A099220	SDN	에너지	KQ	99220
A035760	CJ ENM	미디어 및 엔터	KQ	35760
A051600	한전KPS	유틸리티	KS	51600
A241820	피씨엘	의료기기 및 용품	KQ	241820
A091120	이엠텍	IT 장비 및 소재	KQ	91120
A192820	코스맥스	가정용품	KS	192820
A090710	휴림로봇	기계	KQ	90710
A145720	덴티움	의료기기 및 용품	KS	145720
A104040	대성파인텍	자동차 및 관련부품	KQ	104040
A206560	덱스터	미디어 및 엔터	KQ	206560
A049070	인탑스	IT 장비 및 소재	KQ	49070
A001120	LX인터내셔널	일반서비스	KS	1120
A037270	YG PLUS	가정용품	KS	37270
A090460	비에이치	IT 장비 및 소재	KQ	90460
A067310	하나마이크론	반도체 관련장비 및 부품	KQ	67310
A196170	알테오젠	제약 및 바이오	KQ	196170
A128820	대성산업	석유 및 가스	KS	128820
A289080	SV인베스트먼트	금융	KQ	289080
A004770	써니전자	IT 장비 및 소재	KS	4770
A353810	이지바이오	식음료	KQ	353810
A272290	이녹스첨단소재	IT 장비 및 소재	KQ	272290
A299900	위지윅스튜디오	미디어 및 엔터	KQ	299900
A081660	휠라홀딩스	섬유 및 의류	KS	81660
A047050	포스코인터내셔널	일반서비스	KS	47050
A357880	비트나인	IT서비스	KQ	357880
A097950	CJ제일제당	식음료	KS	97950
A012800	대창	철강 및 비철강	KS	12800
A048550	SM C&C	미디어 및 엔터	KQ	48550
A336260	두산퓨얼셀	IT 장비 및 소재	KS	336260
A290380	대유	화학	KQ	290380
A001450	현대해상	금융	KS	1450
A028300	HLB	제약 및 바이오	KQ	28300
A086280	현대글로비스	운송 및 물류	KS	86280
A002460	화성산업	건설 및 건축자재	KS	2460
A046120	오르비텍	기계	KQ	46120
A032830	삼성생명	금융	KS	32830
A047040	대우건설	건설 및 건축자재	KS	47040
A006110	삼아알미늄	철강 및 비철강	KS	6110
A014680	한솔케미칼	IT 장비 및 소재	KS	14680
A084650	랩지노믹스	제약 및 바이오	KQ	84650
A326030	SK바이오팜	제약 및 바이오	KS	326030
A007660	이수페타시스	IT 장비 및 소재	KS	7660
A003580	넥스트사이언스	건설 및 건축자재	KS	3580
A078600	대주전자재료	IT 장비 및 소재	KQ	78600
A037950	엘컴텍	IT 장비 및 소재	KQ	37950
A267290	경동도시가스	유틸리티	KS	267290
A042420	네오위즈홀딩스	지주사	KQ	42420
A032820	우리기술	기계	KQ	32820
A036640	HRS	화학	KQ	36640
A033920	무학	식음료	KS	33920
A059120	아진엑스텍	기계	KQ	59120
A001440	대한전선	전기 및 전자기기	KS	1440
A294870	HDC현대산업개발	건설 및 건축자재	KS	294870
A106240	파인테크닉스	IT 장비 및 소재	KQ	106240
A008040	사조동아원	식음료	KS	8040
A054210	이랜텍	IT 장비 및 소재	KQ	54210
A007810	코리아써키트	IT 장비 및 소재	KS	7810
A053290	NE능률	일반서비스	KQ	53290
A005860	한일사료	식음료	KQ	5860
A034230	파라다이스	레저산업	KQ	34230
A204320	만도	자동차 및 관련부품	KS	204320
A004170	신세계	유통	KS	4170
A006360	GS건설	건설 및 건축자재	KS	6360
A004250	NPC	종이 및 용기	KS	4250
A067000	조이시티	미디어 및 엔터	KQ	67000
A003550	LG	지주사	KS	3550
A004830	덕성	섬유 및 의류	KS	4830
A005880	대한해운	운송 및 물류	KS	5880
A004020	현대제철	철강 및 비철강	KS	4020
A375500	DL이앤씨	건설 및 건축자재	KS	375500
A024110	기업은행	금융	KS	24110
A077970	STX엔진	조선	KS	77970
A042660	대우조선해양	조선	KS	42660
A095500	미래나노텍	디스플레이 장비 및 부품	KQ	95500
A052600	한네트	IT서비스	KQ	52600
A139480	이마트	유통	KS	139480
A033780	KT&G	식음료	KS	33780
A131970	테스나	반도체 관련장비 및 부품	KQ	131970
A020560	아시아나항공	운송 및 물류	KS	20560
A251270	넷마블	미디어 및 엔터	KS	251270
A010130	고려아연	철강 및 비철강	KS	10130
A000810	삼성화재	금융	KS	810
A003670	포스코케미칼	철강 및 비철강	KS	3670
A011790	SKC	화학	KS	11790
A117730	티로보틱스	기계	KQ	117730
A053950	경남제약	제약 및 바이오	KQ	53950
A298050	효성첨단소재	화학	KS	298050
A329180	현대중공업	조선	KS	329180
A150840	인트로메딕	의료기기 및 용품	KQ	150840
A030200	KT	통신	KS	30200
A278280	천보	반도체 관련장비 및 부품	KQ	278280
A010620	현대미포조선	조선	KS	10620
A000720	현대건설	건설 및 건축자재	KS	720
A036420	제이콘텐트리	미디어 및 엔터	KS	36420
A138040	메리츠금융지주	지주사	KS	138040
A006340	대원전선	전기 및 전자기기	KS	6340
A020150	일진머티리얼즈	IT 장비 및 소재	KS	20150
A067160	아프리카TV	미디어 및 엔터	KQ	67160
A003280	흥아해운	운송 및 물류	KS	3280
A005290	동진쎄미켐	디스플레이 장비 및 부품	KQ	5290
A383220	F&F	섬유 및 의류	KS	383220
A121850	코이즈	디스플레이 장비 및 부품	KQ	121850
A025550	한국선재	철강 및 비철강	KQ	25550
A258830	세종메디칼	의료기기 및 용품	KQ	258830
A108320	LX세미콘	디스플레이 장비 및 부품	KQ	108320
A112610	씨에스윈드	에너지	KS	112610
A011700	한신기계	기계	KS	11700
A010140	삼성중공업	조선	KS	10140
A298020	효성티앤씨	화학	KS	298020
A028050	삼성엔지니어링	건설 및 건축자재	KS	28050
A032540	TJ미디어	레저산업	KQ	32540
A105840	우진	기계	KS	105840
A122870	와이지엔터테인먼트	미디어 및 엔터	KQ	122870
A137080	나래나노텍	디스플레이 장비 및 부품	KQ	137080
A079550	LIG넥스원	기계	KS	79550
A035900	JYP ENT.	미디어 및 엔터	KQ	35900
A011780	금호석유	화학	KS	11780
A013570	디와이	지주사	KS	13570
A041920	메디아나	의료기기 및 용품	KQ	41920
A330730	스톤브릿지벤처스	금융	KQ	330730
A000060	메리츠화재	금융	KS	60
A034730	SK	지주사	KS	34730
A108490	로보티즈	기계	KQ	108490
A323990	박셀바이오	제약 및 바이오	KQ	323990
A353200	대덕전자	IT 장비 및 소재	KS	353200
A353590	오토앤	자동차 및 관련부품	KQ	353590
A028260	삼성물산	지주사	KS	28260
A081150	티플랙스	철강 및 비철강	KQ	81150
A348370	엔켐	IT 장비 및 소재	KQ	348370
A009540	한국조선해양	조선	KS	9540
A950130	엑세스바이오	의료기기 및 용품	KQ	950130
A225570	넷게임즈	미디어 및 엔터	KQ	225570
A012450	한화에어로스페이스	기계	KS	12450
A036460	한국가스공사	유틸리티	KS	36460
A053800	안랩	IT서비스	KQ	53800
A365900	브이씨	레저산업	KQ	365900
A078340	컴투스	미디어 및 엔터	KQ	78340
A149980	하이로닉	의료기기 및 용품	KQ	149980
A336370	솔루스첨단소재	IT 장비 및 소재	KS	336370
A019990	에너토크	기계	KQ	19990
A009830	한화솔루션	에너지	KS	9830
A298380	에이비엘바이오	제약 및 바이오	KQ	298380
A000080	하이트진로	식음료	KS	80
A035250	강원랜드	레저산업	KS	35250
A036930	주성엔지니어링	반도체 관련장비 및 부품	KQ	36930
A011000	진원생명과학	제약 및 바이오	KS	11000
A017670	SK텔레콤	통신	KS	17670
A097870	효성오앤비	화학	KQ	97870
A270660	에브리봇	가정용품	KQ	270660
A010060	OCI	에너지	KS	10060
A064550	바이오니아	제약 및 바이오	KQ	64550
A101730	위메이드맥스	미디어 및 엔터	KQ	101730
A094820	일진파워	기계	KQ	94820
A047810	한국항공우주	기계	KS	47810
A008770	호텔신라	유통	KS	8770
A093370	후성	반도체 관련장비 및 부품	KS	93370
A011170	롯데케미칼	화학	KS	11170
A142760	바이오리더스	제약 및 바이오	KQ	142760
A002380	KCC	건설 및 건축자재	KS	2380
